year,totalrecords,SHI,total_length,mean_width,mean_layers,spawn_date_xbar,spawn_date_sd,spawn_data_weight,spawn_date_min,spawn_date_max,dive_survey_percent,section,section_name,Latitude,Longitude
2009,22,2758.7,22765,17.1,NA,84.6,8.2,2758.7,82,110,9,2,Englefield Bay,53.6899,-132.9496
2009,7,61.6,2436,12.8,NA,87.2,5.3,61.6,85,98,0,3,Rennell Sound,53.3583,-132.6974
2009,5,42.8,1058,13.6,NA,97.4,7.6,42.8,94,111,0,4,Cartwright Sound,53.1592,-132.5674
2009,3,7.7,686,16.7,NA,97.0,0.0,7.7,97,97,0,5,Juan Perez Sound West,53.0075,-132.2783
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2009,14,3422.8,25755,33.1,NA,103.7,8.6,3422.8,92,113,57,21,Juan Perez Sound,52.4553,-131.4328
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2009,5,1041.0,12467,14.0,NA,103.6,16.2,1041.0,86,117,60,24,Laskeek Bay,52.8135,-131.7272
2009,10,5329.9,14017,46.8,NA,89.6,18.7,5329.9,69,114,40,25,Skincuttle Inlet,52.3243,-131.3038
2010,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2010,17,1961.0,17520,28.9,NA,88.1,6.8,1961.0,79,93,12,2,Englefield Bay,53.6267,-132.9048
2010,10,571.6,4370,21.7,NA,91.0,0.0,571.6,91,91,0,3,Rennell Sound,53.3053,-132.6036
2010,2,25.4,700,8.0,NA,107.0,4.2,25.4,104,110,100,4,Cartwright Sound,53.1642,-132.4619
2010,5,166.8,1900,21.0,NA,92.4,5.4,166.8,90,102,0,5,Juan Perez Sound West,53.0095,-132.2572
2010,2,151.3,920,10.0,NA,95.0,0.0,151.3,95,95,0,6,Louscoone Inlet,52.2525,-131.3667
2010,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2010,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2010,10,1709.1,10760,59.2,NA,96.8,6.6,1709.1,90,104,60,21,Juan Perez Sound,52.4328,-131.3511
2010,9,773.6,4260,25.1,NA,126.3,9.5,773.6,120,139,33,22,Skidegate Inlet,53.2431,-132.0064
2010,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2010,6,2208.9,12940,25.0,NA,94.5,7.1,2208.9,88,101,50,24,Laskeek Bay,52.7911,-131.6889
2010,4,2776.1,9050,80.2,NA,83.0,6.9,2776.1,77,89,75,25,Skincuttle Inlet,52.3175,-131.2799
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2011,3,2450.6,12830,41.7,NA,76.0,0.0,2450.6,76,76,100,2,Englefield Bay,53.6961,-132.9556
2011,2,190.8,1300,12.5,NA,101.5,2.1,190.8,100,103,0,3,Rennell Sound,53.451,-132.7013
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2011,4,192.9,2900,4.8,NA,71.0,0.0,192.9,71,71,0,6,Louscoone Inlet,52.1958,-131.2424
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2011,6,722.5,5840,27.5,NA,101.8,5.3,722.5,91,104,83,21,Juan Perez Sound,52.3975,-131.4224
2011,4,23.7,2320,16.5,NA,126.8,11.6,23.7,111,139,0,22,Skidegate Inlet,53.2356,-132.0011
2011,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2011,8,1706.3,6800,25.8,NA,103.0,18.5,1706.3,73,113,25,24,Laskeek Bay,52.8288,-131.7478
2011,6,4932.4,18020,95.7,NA,92.8,6.2,4932.4,85,104,100,25,Skincuttle Inlet,52.3119,-131.2511
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2012,32,2332.5,17127,15.3,NA,85.1,5.9,2332.5,82,96,0,2,Englefield Bay,53.6803,-132.9437
2012,5,83.4,2577,6.6,NA,105.4,12.5,83.4,83,111,0,3,Rennell Sound,53.4706,-132.7297
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2012,9,197.9,2850,16.1,NA,66.0,0.0,197.9,66,66,0,6,Louscoone Inlet,52.1708,-131.2294
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2012,21,4747.9,25480,27.0,NA,96.5,5.8,4747.9,88,101,57,21,Juan Perez Sound,52.4231,-131.3897
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2012,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2012,9,1538.1,11230,18.1,NA,107.0,18.3,1538.1,79,119,33,24,Laskeek Bay,52.7606,-131.6468
2012,9,3236.3,15050,51.8,NA,88.9,3.6,3236.3,85,95,89,25,Skincuttle Inlet,52.3154,-131.2633
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2013,16,2040.9,14515,11.5,NA,80.0,1.8,2040.9,77,81,0,2,Englefield Bay,53.7141,-132.9665
2013,2,34.6,450,10.5,NA,94.0,0.0,34.6,94,94,0,3,Rennell Sound,53.3067,-132.6769
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2013,2,1271.9,4150,39.0,NA,77.0,0.0,1271.9,77,77,100,6,Louscoone Inlet,52.1763,-131.2316
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2013,20,8750.9,48900,36.0,NA,92.8,10.8,8750.9,78,105,60,21,Juan Perez Sound,52.4668,-131.4344
2013,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2013,3,116.6,2350,25.0,NA,91.0,0.0,116.6,91,91,0,23,Naden Harbour,52.9508,-131.9031
2013,10,798.6,7900,17.0,NA,101.4,8.3,798.6,95,111,0,24,Laskeek Bay,52.815,-131.7176
2013,2,5087.4,7000,81.0,NA,79.0,0.0,5087.4,79,79,100,25,Skincuttle Inlet,52.3129,-131.1993
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2014,3,1368.0,12050,27.3,NA,85.0,0.0,1368.0,85,85,100,2,Englefield Bay,53.6961,-132.9556
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2014,9,4162.4,21725,57.0,NA,92.7,7.4,4162.4,81,99,100,21,Juan Perez Sound,52.4622,-131.402
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2014,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2014,6,714.2,12475,32.0,NA,102.5,2.7,714.2,100,105,100,24,Laskeek Bay,52.8959,-131.9009
2014,6,5689.3,18700,81.3,NA,93.5,0.8,5689.3,92,94,100,25,Skincuttle Inlet,52.3663,-131.2541
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2015,1,0.0,0,0,NA,64.0,0,0.0,64,64,0,6,Louscoone Inlet,52.1958,-131.2584
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2015,12,6688.0,25825,72.4,NA,86.3,0.5,6688.0,86,87,100,21,Juan Perez Sound,52.435,-131.3264
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2015,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2015,6,792.2,9575,20.4,NA,86.0,0.0,792.2,86,86,100,24,Laskeek Bay,52.8829,-131.8331
2015,9,5621.9,21750,55.3,NA,86.1,0.3,5621.9,86,87,100,25,Skincuttle Inlet,52.3429,-131.2447
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2016,24,3001.2,15800,26.8,NA,85.0,1.9,3001.2,84,89,0,2,Englefield Bay,53.6819,-132.9395
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2016,7,1124.0,7445,49.1,NA,93.1,5.4,1124.0,88,100,57,21,Juan Perez Sound,52.4639,-131.3878
2016,4,0.0,590,3.5,NA,130.0,0.0,0.0,130,130,0,22,Skidegate Inlet,53.248,-131.9569
2016,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2016,2,363.4,3275,30.8,NA,105.0,0.0,363.4,105,105,100,24,Laskeek Bay,52.8733,-131.7993
2016,9,5400.9,19625,62.9,NA,90.1,4.4,5400.9,87,101,78,25,Skincuttle Inlet,52.3576,-131.2674
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2017,1,0.0,2200,0,NA,64.0,0,0.0,64,64,0,6,Louscoone Inlet,52.1958,-131.237
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2017,13,2371.8,16100,73.5,NA,90.0,2.4,2371.8,88,96,69,21,Juan Perez Sound,52.4429,-131.3608
2017,1,0.0,0,0,NA,121.0,0,0.0,121,121,0,22,Skidegate Inlet,53.2331,-131.976
2017,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2017,2,53.5,2800,16.7,NA,105.5,3.5,53.5,103,108,100,24,Laskeek Bay,52.7833,-131.6896
2017,6,590.3,10250,53.6,NA,90.2,2.0,590.3,88,93,50,25,Skincuttle Inlet,52.3824,-131.2875
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2018,7,166.1,16500,15.8,NA,87.1,5.7,166.1,85,100,0,2,Englefield Bay,53.6115,-132.8925
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2018,6,450.5,4300,19.5,NA,94.0,0.0,450.5,94,94,0,5,Juan Perez Sound West,53.0075,-132.2783
2018,1,0.0,1000,0,NA,59.0,0,0.0,59,59,0,6,Louscoone Inlet,52.1708,-131.2294
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2018,7,1681.2,12175,40.5,NA,92.0,0.0,1681.2,92,92,100,21,Juan Perez Sound,52.4623,-131.3645
2018,2,0.0,200,6.0,NA,96.5,3.5,0.0,94,99,0,22,Skidegate Inlet,53.2465,-131.9255
2018,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2018,2,1072.6,4200,38.0,NA,101.0,0.0,1072.6,101,101,100,24,Laskeek Bay,52.8733,-131.7993
2018,6,1834.4,18200,50.2,NA,92.0,0.0,1834.4,92,92,100,25,Skincuttle Inlet,52.384,-131.284
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2019,16,2884.5,11740,18.6,NA,87.3,4.4,2884.5,80,91,0,2,Englefield Bay,53.7267,-132.9817
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2019,4,184.2,1150,55.0,NA,91.0,0.0,184.2,91,91,0,6,Louscoone Inlet,52.1708,-131.2294
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2019,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2019,15,8568.1,30175,56.0,NA,90.7,2.3,8568.1,89,95,80,21,Juan Perez Sound,52.4515,-131.3879
2019,1,0.0,0,0,NA,131.0,0,0.0,131,131,0,22,Skidegate Inlet,53.2331,-131.976
2019,12,294.2,5350,8.4,NA,91.3,8.1,294.2,89,117,8,23,Naden Harbour,53.0107,-131.926
2019,8,463.5,9450,11.4,NA,99.1,1.6,463.5,98,101,38,24,Laskeek Bay,52.7781,-131.737
2019,21,2113.8,31840,56.2,NA,91.8,2.1,2113.8,89,94,52,25,Skincuttle Inlet,52.3282,-131.295
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2020,39,6833.6,20102,11.4,NA,92.7,2.4,6833.6,86,94,0,2,Englefield Bay,53.7012,-132.9597
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2020,42,8202.1,14700,66.1,NA,91.8,3.7,8202.1,88,100,0,21,Juan Perez Sound,52.4502,-131.3204
2020,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2020,1,3.8,350,20.0,NA,105.0,0,3.8,105,105,0,23,Naden Harbour,53.0461,-131.7489
2020,17,1576.9,5950,42.5,NA,98.9,1.0,1576.9,98,100,0,24,Laskeek Bay,52.7942,-131.6965
2020,77,10640.6,26950,88.0,NA,90.5,5.8,10640.6,83,98,0,25,Skincuttle Inlet,52.3261,-131.2927
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2021,14,1376.7,5605,25.0,NA,95.0,0.0,1376.7,95,95,0,2,Englefield Bay,53.7597,-133.0133
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2021,35,4792.0,12250,87.9,NA,95.3,3.2,4792.0,88,100,0,21,Juan Perez Sound,52.4169,-131.3106
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2021,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2021,23,447.1,8050,22.7,NA,107.7,4.2,447.1,105,114,0,24,Laskeek Bay,52.7619,-131.6608
2021,80,12994.7,28000,91.0,NA,96.6,1.7,12994.7,94,100,0,25,Skincuttle Inlet,52.328,-131.2796
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2022,35,3298.9,11565,12.3,NA,85.9,0.3,3298.9,84,86,0,2,Englefield Bay,53.6913,-132.9518
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2022,12,1462.9,9800,63.7,NA,89.8,4.8,1462.9,84,100,50,21,Juan Perez Sound,52.4472,-131.3231
2022,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2022,1,9.6,700,22.5,NA,92.0,0,9.6,92,92,100,23,Naden Harbour,53.0275,-131.7794
2022,6,784.3,5950,42.8,NA,98.2,4.5,784.3,89,100,67,24,Laskeek Bay,52.8641,-131.8067
2022,16,3023.7,16800,59.5,NA,88.1,1.0,3023.7,87,89,75,25,Skincuttle Inlet,52.3405,-131.3032
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2023,27,1191.6,9460,6.5,NA,93.0,0.0,1191.6,93,93,0,2,Englefield Bay,53.6987,-132.9594
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2023,1,0.0,0,0,NA,66.0,0,0.0,66,66,0,6,Louscoone Inlet,52.2146,-131.3577
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2023,9,327.6,6950,34.3,NA,98.3,4.8,327.6,93,103,67,21,Juan Perez Sound,52.4397,-131.3575
2023,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2023,3,0.0,0,0,NA,86.3,0.6,0.0,86,87,0,23,Naden Harbour,53.0656,-131.7705
2023,2,60.0,4025,15.0,NA,117.0,0.0,60.0,117,117,100,24,Laskeek Bay,52.8837,-131.8319
2023,7,1196.4,14800,83.8,NA,99.1,2.3,1196.4,94,101,100,25,Skincuttle Inlet,52.3301,-131.2996
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2024,19,616.5,4517,3.6,NA,80.7,0.5,616.5,80,81,0,2,Englefield Bay,53.7136,-132.9695
2024,2,0.0,0,0,NA,82.0,0.0,0.0,82,82,0,3,Rennell Sound,53.3254,-132.5749
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2024,3,253.3,1300,4.0,NA,82.0,0.0,253.3,82,82,0,5,Juan Perez Sound West,53.0364,-132.4294
2024,4,80.6,1400,20.0,NA,82.0,0.0,80.6,82,82,0,6,Louscoone Inlet,52.1568,-131.2263
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2024,27,8568.3,31500,42.6,NA,93.4,1.1,8568.3,92,96,44,21,Juan Perez Sound,52.4674,-131.3569
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2024,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2024,2,1019.1,3850,74.8,NA,99.0,1.4,1019.1,98,100,50,24,Laskeek Bay,52.7985,-131.7369
2024,3,2064.1,6650,90.1,NA,83.0,0.0,2064.1,83,83,100,25,Skincuttle Inlet,52.3077,-131.3174
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2025,24,1612.0,7390,2.7,NA,72.0,0.0,1612.0,72,72,0,2,Englefield Bay,53.6937,-132.9535
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2025,15,6148.4,37875,58.5,NA,92.1,1.5,6148.4,88,93,100,21,Juan Perez Sound,52.4344,-131.4135
2025,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2025,1,0.0,0,0,NA,84.0,0,0.0,84,84,0,23,Naden Harbour,53.0461,-131.7489
2025,16,823.0,5600,25.8,NA,99.5,1.1,823.0,98,101,0,24,Laskeek Bay,52.8135,-131.7878
2025,4,1975.7,9450,88.3,NA,89.2,1.5,1975.7,88,91,100,25,Skincuttle Inlet,52.3229,-131.3382
